"QuestionnaireAllocation","Acronym","DSRound"
559882,"WGH",103
559883,"WGH",103
559884,"WGH",103
559885,"WGH",103
559957,"WGH",103
559964,"WGH",103
560015,"WGH",103
560016,"WGH",103
560017,"WGH",103
560031,"WGH",103
560032,"WGH",103
560033,"WGH",103
560034,"WGH",103
560257,"WGH",103
560258,"WGH",103
560260,"WGH",103
560266,"WGH",103
241450,"BMF",102
241452,"BMF",102
241455,"BMF",102
241592,"BMF",102
241705,"BMF",102
516309,"BMF",103
516310,"BMF",103
516315,"BMF",103
516523,"BMF",103
516524,"BMF",103
516525,"BMF",103
88324,"BMF",101
88326,"BMF",101
88327,"BMF",101
88328,"BMF",101
88409,"BMF",101
88471,"BMF",101
88889,"BMF",101
89974,"BMF",101
89975,"BMF",101
89976,"BMF",101
90372,"BMF",101
90373,"BMF",101
90518,"BMF",101
90519,"BMF",101
93701,"BMF",101
59575,"HHU2",11
59576,"HHU2",11
59577,"HHU2",11
59578,"HHU2",11
59579,"HHU2",11
59580,"HHU2",11
59581,"HHU2",11
59582,"HHU2",11
59583,"HHU2",11
59584,"HHU2",11
59585,"HHU2",11
59586,"HHU2",11
59587,"HHU2",11
108393,"MGH",101
108394,"MGH",101
108395,"MGH",101
471123,"CHL",12
310636,"HHR2",11
310641,"HHR2",11
310642,"HHR2",11
310643,"HHR2",11
310644,"HHR2",11
99462,"MGH",101
108082,"MGH",101
108083,"MGH",101
108084,"MGH",101
108085,"MGH",101
108086,"MGH",101
108087,"MGH",101
108089,"MGH",101
108090,"MGH",101
108091,"MGH",101
310645,"HHR2",11
310646,"HHR2",11
310648,"HHR2",11
310649,"HHR2",11
310651,"HHR2",11
310652,"HHR2",11
310654,"HHR2",11
310655,"HHR2",11
310656,"HHR2",11
310660,"HHR2",11
310661,"HHR2",11
310663,"HHR2",11
310664,"HHR2",11
310666,"HHR2",11
311570,"CHL",11
311571,"CHL",11
311573,"CHL",11
311574,"CHL",11
311576,"CHL",11
311578,"CHL",11
311579,"CHL",11
311582,"CHL",11
311585,"CHL",11
311587,"CHL",11
311588,"CHL",11
311589,"CHL",11
311590,"CHL",11
311591,"CHL",11
311594,"CHL",11
311596,"CHL",11
311598,"CHL",11
311599,"CHL",11
311600,"CHL",11
311601,"CHL",11
311603,"CHL",11
311604,"CHL",11
311605,"CHL",11
311610,"CHL",11
241885,"BMF",102
241886,"BMF",102
241950,"BMF",102
241955,"BMF",102
241995,"BMF",102
241997,"BMF",102
241999,"BMF",102
117354,"WGH",101
117574,"WGH",101
117576,"WGH",101
117577,"WGH",101
117585,"WGH",101
119506,"WGH",101
119507,"WGH",101
120546,"WGH",101
120727,"WGH",101
121411,"WGH",101
121412,"WGH",101
242463,"BMF",102
242464,"BMF",102
242467,"BMF",102
242579,"BMF",102
242598,"BMF",102
242600,"BMF",102
242646,"BMF",102
242870,"BMF",102
517638,"BMF",103
517738,"BMF",103
517739,"BMF",103
517740,"BMF",103
518031,"BMF",103
560307,"WGH",103
560308,"WGH",103
560374,"WGH",103
560375,"WGH",103
560376,"WGH",103
560381,"WGH",103
560382,"WGH",103
518035,"BMF",103
75436,"BMF",101
75437,"BMF",101
75438,"BMF",101
75439,"BMF",101
75441,"BMF",101
75442,"BMF",101
78350,"BMF",101
78351,"BMF",101
99027,"MGH",101
99028,"MGH",101
99029,"MGH",101
100788,"MGH",101
103243,"MGH",101
104730,"MGH",101
106290,"MGH",101
107661,"MGH",101
107662,"MGH",101
109600,"MGH",101
110077,"MGH",101
111457,"MGH",101
111458,"MGH",101
559802,"WGH",103
559803,"WGH",103
559805,"WGH",103
559806,"WGH",103
559808,"WGH",103
559809,"WGH",103
59357,"HHU2",11
59358,"HHU2",11
59359,"HHU2",11
59367,"HHU2",11
59368,"HHU2",11
59369,"HHU2",11
59370,"HHU2",11
59371,"HHU2",11
59372,"HHU2",11
59373,"HHU2",11
559606,"WGH",103
559607,"WGH",103
559608,"WGH",103
559612,"WGH",103
559614,"WGH",103
59393,"HHU2",11
59394,"HHU2",11
59395,"HHU2",11
78087,"BMF",101
516688,"BMF",103
516752,"BMF",103
516754,"BMF",103
516755,"BMF",103
516758,"BMF",103
516760,"BMF",103
516761,"BMF",103
516764,"BMF",103
516765,"BMF",103
516829,"BMF",103
516831,"BMF",103
516832,"BMF",103
106569,"MGH",101
111697,"MGH",101
111976,"MGH",101
111977,"MGH",101
111978,"MGH",101
59396,"HHU2",11
59397,"HHU2",11
59398,"HHU2",11
59399,"HHU2",11
59400,"HHU2",11
59401,"HHU2",11
59402,"HHU2",11
59403,"HHU2",11
59404,"HHU2",11
59450,"HHU2",11
59455,"HHU2",11
59458,"HHU2",11
59470,"HHU2",11
59471,"HHU2",11
59474,"HHU2",11
59479,"HHU2",11
59480,"HHU2",11
59485,"HHU2",11
59486,"HHU2",11
59492,"HHU2",11
59502,"HHU2",11
59521,"HHU2",11
59522,"HHU2",11
59523,"HHU2",11
59524,"HHU2",11
78877,"BMF",101
78878,"BMF",101
79436,"BMF",101
79437,"BMF",101
79438,"BMF",101
472026,"HHU2",12
559643,"WGH",103
559644,"WGH",103
559645,"WGH",103
559646,"WGH",103
559647,"WGH",103
559650,"WGH",103
559665,"WGH",103
559704,"WGH",103
559705,"WGH",103
559844,"WGH",103
559846,"WGH",103
559848,"WGH",103
559849,"WGH",103
114219,"WGH",101
114220,"WGH",101
131180,"CTF",101
140406,"CTF",101
145568,"CTF",101
148151,"CTF",101
517414,"BMF",103
241464,"BMF",102
241466,"BMF",102
241468,"BMF",102
241469,"BMF",102
241540,"BMF",102
241612,"BMF",102
241613,"BMF",102
241614,"BMF",102
241615,"BMF",102
241616,"BMF",102
241617,"BMF",102
241618,"BMF",102
241620,"BMF",102
241621,"BMF",102
241657,"BMF",102
241659,"BMF",102
241663,"BMF",102
241789,"BMF",102
241791,"BMF",102
516307,"BMF",103
516308,"BMF",103
516311,"BMF",103
516389,"BMF",103
516392,"BMF",103
516393,"BMF",103
516394,"BMF",103
516535,"BMF",103
516538,"BMF",103
516587,"BMF",103
516591,"BMF",103
82959,"BMF",101
88920,"BMF",101
88921,"BMF",101
88922,"BMF",101
559609,"WGH",103
559615,"WGH",103
96718,"BMF",101
96720,"BMF",101
96723,"BMF",101
516593,"BMF",103
516599,"BMF",103
516604,"BMF",103
516609,"BMF",103
516611,"BMF",103
517065,"BMF",103
104507,"MGH",101
311611,"CHL",11
311612,"CHL",11
311614,"CHL",11
311619,"CHL",11
311621,"CHL",11
311622,"CHL",11
311623,"CHL",11
311624,"CHL",11
311625,"CHL",11
311629,"CHL",11
311636,"CHL",11
311637,"CHL",11
311639,"CHL",11
311640,"CHL",11
311641,"CHL",11
311642,"CHL",11
311643,"CHL",11
311645,"CHL",11
311646,"CHL",11
311647,"CHL",11
311648,"CHL",11
311649,"CHL",11
311651,"CHL",11
311652,"CHL",11
310653,"HHR2",11
311572,"CHL",11
311595,"CHL",11
311606,"CHL",11
311626,"CHL",11
311638,"CHL",11
311975,"HHR2",11
559610,"WGH",103
559621,"WGH",103
559712,"WGH",103
559874,"WGH",103
312000,"HHR2",11
312013,"HHR2",11
312023,"HHR2",11
312024,"HHR2",11
312031,"HHR2",11
312044,"HHR2",11
312046,"HHR2",11
312088,"HHR2",11
312096,"HHR2",11
312100,"HHR2",11
312110,"HHR2",11
312116,"HHR2",11
559987,"WGH",103
560036,"WGH",103
560037,"WGH",103
560040,"WGH",103
560041,"WGH",103
470943,"EVN",12
470944,"EVN",12
470945,"EVN",12
470947,"EVN",12
470950,"EVN",12
470953,"EVN",12
470966,"EVN",12
470968,"EVN",12
470979,"EVN",12
470981,"EVN",12
470990,"EVN",12
471000,"EVN",12
471005,"EVN",12
471012,"EVN",12
471021,"EVN",12
471025,"EVN",12
471334,"EVN",12
471397,"EVN",12
471410,"EVN",12
93702,"BMF",101
559658,"WGH",103
559659,"WGH",103
559663,"WGH",103
559664,"WGH",103
559666,"WGH",103
559667,"WGH",103
72364,"BMF",101
72365,"BMF",101
72366,"BMF",101
72367,"BMF",101
72369,"BMF",101
72370,"BMF",101
72371,"BMF",101
72372,"BMF",101
72373,"BMF",101
72374,"BMF",101
76949,"BMF",101
76950,"BMF",101
516622,"BMF",103
516624,"BMF",103
516625,"BMF",103
516628,"BMF",103
516631,"BMF",103
517076,"BMF",103
517077,"BMF",103
517078,"BMF",103
100232,"MGH",101
100233,"MGH",101
100234,"MGH",101
100235,"MGH",101
100236,"MGH",101
100237,"MGH",101
100238,"MGH",101
101343,"MGH",101
107267,"MGH",101
107300,"MGH",101
107525,"MGH",101
110799,"MGH",101
559742,"WGH",103
114302,"WGH",101
114303,"WGH",101
114304,"WGH",101
115523,"WGH",101
115524,"WGH",101
82279,"BMF",101
83621,"BMF",101
88082,"BMF",101
88106,"BMF",101
88108,"BMF",101
516312,"BMF",103
516313,"BMF",103
516314,"BMF",103
516341,"BMF",103
516343,"BMF",103
516376,"BMF",103
516377,"BMF",103
516378,"BMF",103
516384,"BMF",103
516386,"BMF",103
516465,"BMF",103
241507,"BMF",102
241512,"BMF",102
241577,"BMF",102
241578,"BMF",102
241579,"BMF",102
559595,"WGH",103
559642,"WGH",103
75176,"BMF",101
75178,"BMF",101
75179,"BMF",101
76397,"BMF",101
76398,"BMF",101
77688,"BMF",101
77689,"BMF",101
77690,"BMF",101
516652,"BMF",103
516653,"BMF",103
516655,"BMF",103
516659,"BMF",103
516662,"BMF",103
516665,"BMF",103
516666,"BMF",103
516667,"BMF",103
516943,"BMF",103
516945,"BMF",103
516946,"BMF",103
516948,"BMF",103
517130,"BMF",103
517131,"BMF",103
517132,"BMF",103
517166,"BMF",103
517169,"BMF",103
517170,"BMF",103
517173,"BMF",103
106392,"MGH",101
109962,"MGH",101
83921,"BMF",101
83922,"BMF",101
83924,"BMF",101
83926,"BMF",101
83927,"BMF",101
85422,"BMF",101
85690,"BMF",101
85692,"BMF",101
86424,"BMF",101
86644,"BMF",101
86646,"BMF",101
367193,"BSU",11
367211,"HHU",11
516484,"BMF",103
516487,"BMF",103
516489,"BMF",103
516493,"BMF",103
516594,"BMF",103
516600,"BMF",103
241917,"BMF",102
241919,"BMF",102
242064,"BMF",102
242241,"BMF",102
242243,"BMF",102
367230,"HHU2",11
367231,"HHU2",11
367232,"HHU2",11
367233,"HHU2",11
367234,"HHU2",11
367235,"HHU2",11
367236,"HHU2",11
367237,"HHU2",11
92261,"BMF",101
92262,"BMF",101
92263,"BMF",101
366991,"BSU",11
367004,"HHU",11
367008,"HHU",11
516495,"BMF",103
516496,"BMF",103
90123,"BMF",101
90124,"BMF",101
90769,"BMF",101
90770,"BMF",101
90773,"BMF",101
91754,"BMF",101
91755,"BMF",101
91757,"BMF",101
92551,"BMF",101
92553,"BMF",101
92554,"BMF",101
92555,"BMF",101
92556,"BMF",101
92557,"BMF",101
516971,"BMF",103
516972,"BMF",103
516973,"BMF",103
516990,"BMF",103
516992,"BMF",103
367041,"HHU2",11
367042,"HHU2",11
367043,"HHU2",11
367044,"HHU2",11
367045,"HHU2",11
367046,"HHU2",11
367047,"HHU2",11
367048,"HHU2",11
367049,"HHU2",11
367050,"HHU2",11
367135,"HHU2",11
241708,"BMF",102
241709,"BMF",102
241888,"BMF",102
241890,"BMF",102
242127,"BMF",102
242128,"BMF",102
242144,"BMF",102
242145,"BMF",102
516240,"BMF",103
516242,"BMF",103
516243,"BMF",103
516248,"BMF",103
366983,"BSU",11
366999,"HHU",11
82286,"BMF",101
82287,"BMF",101
82837,"BMF",101
83207,"BMF",101
88214,"BMF",101
88217,"BMF",101
88220,"BMF",101
89155,"BMF",101
89156,"BMF",101
89157,"BMF",101
89158,"BMF",101
91360,"BMF",101
91361,"BMF",101
91362,"BMF",101
91363,"BMF",101
91364,"BMF",101
92397,"BMF",101
92401,"BMF",101
92404,"BMF",101
92405,"BMF",101
92406,"BMF",101
102450,"MGH",101
105452,"MGH",101
105455,"MGH",101
105458,"MGH",101
107646,"MGH",101
108842,"MGH",101
108843,"MGH",101
109092,"MGH",101
109272,"MGH",101
77214,"BMF",101
77215,"BMF",101
77459,"BMF",101
516855,"BMF",103
516857,"BMF",103
516859,"BMF",103
516861,"BMF",103
516862,"BMF",103
517172,"BMF",103
517177,"BMF",103
517178,"BMF",103
517179,"BMF",103
517180,"BMF",103
517225,"BMF",103
517226,"BMF",103
517227,"BMF",103
517273,"BMF",103
517274,"BMF",103
517459,"BMF",103
517460,"BMF",103
517466,"BMF",103
517467,"BMF",103
517468,"BMF",103
80452,"BMF",101
80481,"BMF",101
80482,"BMF",101
80483,"BMF",101
80484,"BMF",101
80485,"BMF",101
80486,"BMF",101
80487,"BMF",101
98649,"BMF",101
115122,"WGH",101
115588,"WGH",101
115589,"WGH",101
116372,"WGH",101
559889,"WGH",103
559890,"WGH",103
559897,"WGH",103
559898,"WGH",103
559900,"WGH",103
559903,"WGH",103
559904,"WGH",103
559911,"WGH",103
559912,"WGH",103
559913,"WGH",103
559917,"WGH",103
559919,"WGH",103
559988,"WGH",103
367754,"HHU2",11
367755,"HHU2",11
367756,"HHU2",11
367757,"HHU2",11
471413,"EVN",12
471420,"EVN",12
471421,"EVN",12
471429,"EVN",12
471523,"EVN",12
471524,"EVN",12
471532,"EVN",12
471538,"EVN",12
241481,"BMF",102
241934,"BMF",102
241936,"BMF",102
242257,"BMF",102
242260,"BMF",102
242345,"BMF",102
242370,"BMF",102
242371,"BMF",102
242372,"BMF",102
242428,"BMF",102
242430,"BMF",102
471644,"MGN",12
471649,"MGN",12
471663,"MGN",13
471674,"MGN",12
471693,"MGN",12
471694,"MGN",12
471707,"MGN",13
471708,"MGN",12
471713,"MGN",13
470689,"EVN",12
470690,"EVN",12
470694,"EVN",12
470696,"EVN",12
470701,"EVN",12
470714,"EVN",12
470719,"EVN",12
470726,"EVN",12
470732,"EVN",12
470733,"EVN",12
470737,"EVN",12
470741,"EVN",12
470747,"EVN",12
310657,"HHR2",11
311577,"CHL",11
516995,"BMF",103
516996,"BMF",103
516999,"BMF",103
517107,"BMF",103
517109,"BMF",103
517110,"BMF",103
470751,"EVN",12
470760,"EVN",12
470762,"EVN",12
470769,"EVN",12
470772,"EVN",12
470776,"EVN",12
470796,"EVN",12
470800,"EVN",12
470808,"EVN",12
470810,"EVN",12
470815,"EVN",12
470816,"EVN",12
470818,"EVN",12
470819,"EVN",12
470827,"EVN",12
470829,"EVN",12
470838,"EVN",12
470841,"EVN",12
470844,"EVN",12
470848,"EVN",12
559863,"WGH",103
559864,"WGH",103
559866,"WGH",103
559867,"WGH",103
559872,"WGH",103
559876,"WGH",103
559877,"WGH",103
312043,"HHR2",11
559984,"WGH",103
559985,"WGH",103
517300,"BMF",103
517301,"BMF",103
517442,"BMF",103
517444,"BMF",103
517445,"BMF",103
517461,"BMF",103
517462,"BMF",103
517463,"BMF",103
517464,"BMF",103
517465,"BMF",103
517489,"BMF",103
517490,"BMF",103
80020,"BMF",101
80022,"BMF",101
470850,"EVN",12
470863,"EVN",12
470874,"EVN",12
470878,"EVN",12
470880,"EVN",12
470891,"EVN",12
470897,"EVN",12
470898,"EVN",12
470900,"EVN",12
471141,"CHL",12
471165,"CHL",12
471166,"CHL",12
471202,"CHL",12
517417,"BMF",103
517418,"BMF",103
517420,"BMF",103
517421,"BMF",103
517422,"BMF",103
517425,"BMF",103
517427,"BMF",103
517429,"BMF",103
517430,"BMF",103
470757,"EVN",12
470773,"EVN",12
470791,"EVN",12
470804,"EVN",12
470857,"EVN",12
470859,"EVN",12
470890,"EVN",12
470896,"EVN",12
470906,"EVN",12
470907,"EVN",12
470922,"EVN",12
470924,"EVN",12
470927,"EVN",12
312001,"HHR2",11
312012,"HHR2",11
312015,"HHR2",11
312039,"HHR2",11
312069,"HHR2",11
560014,"WGH",103
560030,"WGH",103
471631,"MGN",12
471632,"MGN",12
471646,"MGN",12
471659,"MGN",13
471662,"MGN",13
471675,"MGN",12
471703,"MGN",13
471711,"MGN",13
471722,"MGN",12
471724,"MGN",12
471735,"MGN",12
471739,"MGN",12
471743,"MGN",12
471744,"MGN",12
471745,"MGN",12
471773,"MGN",12
471779,"MGN",12
471791,"MGN",12
471792,"MGN",12
471802,"MGN",12
471817,"MGN",12
471819,"MGN",12
471830,"MGN",12
471832,"MGN",12
471833,"MGN",12
471834,"MGN",12
471836,"MGN",12
471837,"MGN",12
471868,"MGN",12
471874,"MGN",12
471888,"MGN",12
471909,"MGN",12
471922,"MGN",12
471925,"MGN",12
242047,"BMF",102
242048,"BMF",102
242049,"BMF",102
242377,"BMF",102
242380,"BMF",102
470957,"EVN",12
470963,"EVN",12
470974,"EVN",12
311655,"CHL",11
311656,"CHL",11
311668,"CHL",11
311974,"HHR2",11
470661,"EVN",12
470664,"EVN",12
470680,"EVN",12
470698,"EVN",12
470700,"EVN",12
470717,"EVN",12
470727,"EVN",12
470736,"EVN",12
470748,"EVN",12
70715,"BMF",101
70717,"BMF",101
70719,"BMF",101
311976,"HHR2",11
311977,"HHR2",11
311978,"HHR2",11
311979,"HHR2",11
311980,"HHR2",11
311982,"HHR2",11
311983,"HHR2",11
311984,"HHR2",11
311985,"HHR2",11
311988,"HHR2",11
311990,"HHR2",11
311991,"HHR2",11
311992,"HHR2",11
559596,"WGH",103
559671,"WGH",103
559672,"WGH",103
559673,"WGH",103
559674,"WGH",103
559761,"WGH",103
559762,"WGH",103
559820,"WGH",103
311993,"HHR2",11
311994,"HHR2",11
311995,"HHR2",11
311996,"HHR2",11
311998,"HHR2",11
312002,"HHR2",11
312003,"HHR2",11
312004,"HHR2",11
312005,"HHR2",11
312006,"HHR2",11
312007,"HHR2",11
312008,"HHR2",11
312009,"HHR2",11
312011,"HHR2",11
312014,"HHR2",11
312016,"HHR2",11
312017,"HHR2",11
312018,"HHR2",11
312019,"HHR2",11
312020,"HHR2",11
312021,"HHR2",11
312022,"HHR2",11
312025,"HHR2",11
312026,"HHR2",11
312027,"HHR2",11
312028,"HHR2",11
312029,"HHR2",11
312030,"HHR2",11
312033,"HHR2",11
312034,"HHR2",11
312035,"HHR2",11
312036,"HHR2",11
312037,"HHR2",11
312042,"HHR2",11
312045,"HHR2",11
312047,"HHR2",11
312049,"HHR2",11
312050,"HHR2",11
470901,"EVN",12
470902,"EVN",12
470903,"EVN",12
470912,"EVN",12
470913,"EVN",12
470915,"EVN",12
470916,"EVN",12
470918,"EVN",12
470929,"EVN",12
470954,"EVN",12
470955,"EVN",12
470958,"EVN",12
470972,"EVN",12
470975,"EVN",12
470984,"EVN",12
470985,"EVN",12
470987,"EVN",12
470991,"EVN",12
470995,"EVN",12
470997,"EVN",12
471001,"EVN",12
471002,"EVN",12
471007,"EVN",12
471010,"EVN",12
471637,"MGN",12
471642,"MGN",12
471653,"MGN",12
471656,"MGN",12
471676,"MGN",12
471677,"MGN",13
471679,"MGN",13
471681,"MGN",13
471684,"MGN",12
471690,"MGN",12
471697,"MGN",12
471712,"MGN",13
471720,"MGN",12
471723,"MGN",12
471727,"MGN",12
471736,"MGN",12
471741,"MGN",12
471750,"MGN",12
471755,"MGN",12
471766,"MGN",12
471767,"MGN",12
471768,"MGN",12
471776,"MGN",12
471784,"MGN",12
471785,"MGN",12
471786,"MGN",12
471794,"MGN",12
471800,"MGN",12
471809,"MGN",12
471812,"MGN",12
471814,"MGN",12
471831,"MGN",12
471835,"MGN",12
471841,"MGN",12
471843,"MGN",12
471847,"MGN",12
471849,"MGN",12
471850,"MGN",12
471853,"MGN",12
471855,"MGN",12
471864,"MGN",12
471870,"MGN",12
471889,"MGN",12
471892,"MGN",12
471895,"MGN",12
471898,"MGN",12
471899,"MGN",12
471901,"MGN",12
471902,"MGN",12
471018,"EVN",12
471024,"EVN",12
471343,"EVN",12
471344,"EVN",12
312063,"HHR2",11
312070,"HHR2",11
312073,"HHR2",11
312074,"HHR2",11
312078,"HHR2",11
312089,"HHR2",11
312090,"HHR2",11
312091,"HHR2",11
312092,"HHR2",11
312094,"HHR2",11
312097,"HHR2",11
312098,"HHR2",11
312099,"HHR2",11
312101,"HHR2",11
312104,"HHR2",11
312106,"HHR2",11
312108,"HHR2",11
312111,"HHR2",11
312118,"HHR2",11
312119,"HHR2",11
312120,"HHR2",11
312128,"HHR2",11
312129,"HHR2",11
312131,"HHR2",11
312132,"HHR2",11
312133,"HHR2",11
559975,"WGH",103
560009,"WGH",103
560010,"WGH",103
560012,"WGH",103
560044,"WGH",103
470750,"EVN",12
470770,"EVN",12
470784,"EVN",12
470825,"EVN",12
470853,"EVN",12
470866,"EVN",12
470875,"EVN",12
470920,"EVN",12
470928,"EVN",12
470941,"EVN",12
113423,"WGH",101
470998,"EVN",12
471011,"EVN",12
471016,"EVN",12
471023,"EVN",12
471026,"EVN",12
471333,"EVN",12
471335,"EVN",12
471337,"EVN",12
471356,"EVN",12
471359,"EVN",12
471369,"EVN",12
471370,"EVN",12
471385,"EVN",12
471395,"EVN",12
471426,"EVN",12
471431,"EVN",12
471636,"MGN",12
471655,"MGN",12
471660,"MGN",12
471661,"MGN",13
471669,"MGN",12
471670,"MGN",12
471673,"MGN",12
471680,"MGN",13
471682,"MGN",13
471691,"MGN",12
471709,"MGN",13
471732,"MGN",13
471733,"MGN",12
471734,"MGN",12
471747,"MGN",12
471754,"MGN",13
471777,"MGN",12
471782,"MGN",12
470686,"EVN",12
470687,"EVN",12
470692,"EVN",12
470708,"EVN",12
470709,"EVN",12
470710,"EVN",12
470711,"EVN",12
470718,"EVN",12
470720,"EVN",12
470722,"EVN",12
470731,"EVN",12
470744,"EVN",12
517001,"BMF",103
517004,"BMF",103
517005,"BMF",103
471029,"CHL",12
471030,"CHL",12
471031,"CHL",12
471032,"CHL",12
471033,"CHL",12
471034,"CHL",12
471035,"CHL",12
471036,"CHL",12
471037,"CHL",12
471038,"CHL",12
471039,"CHL",12
471040,"CHL",12
471041,"CHL",12
471042,"CHL",12
471044,"CHL",12
471046,"CHL",12
471047,"CHL",12
471048,"CHL",12
471049,"CHL",12
471050,"CHL",12
471051,"CHL",12
471052,"CHL",12
471053,"CHL",12
471055,"CHL",12
471056,"CHL",12
471057,"CHL",12
471058,"CHL",12
471059,"CHL",12
471060,"CHL",12
471061,"CHL",12
471062,"CHL",12
471063,"CHL",12
471064,"CHL",12
471065,"CHL",12
471066,"CHL",12
471067,"CHL",12
471068,"CHL",12
471069,"CHL",12
471070,"CHL",12
471071,"CHL",12
471072,"CHL",12
471073,"CHL",12
471074,"CHL",12
471075,"CHL",12
471076,"CHL",12
471077,"CHL",12
471078,"CHL",12
471079,"CHL",12
471080,"CHL",12
471081,"CHL",12
471082,"CHL",12
471083,"CHL",12
471084,"CHL",12
471085,"CHL",12
471086,"CHL",12
471088,"CHL",12
471089,"CHL",12
471090,"CHL",12
471091,"CHL",12
471092,"CHL",12
471093,"CHL",12
471094,"CHL",12
471095,"CHL",12
470834,"EVN",12
470837,"EVN",12
470839,"EVN",12
470854,"EVN",12
470860,"EVN",12
470864,"EVN",12
470876,"EVN",12
470908,"EVN",12
470909,"EVN",12
470910,"EVN",12
470914,"EVN",12
470926,"EVN",12
470936,"EVN",12
470937,"EVN",12
470946,"EVN",12
112861,"WGH",101
112862,"WGH",101
470964,"EVN",12
470965,"EVN",12
470969,"EVN",12
470978,"EVN",12
470982,"EVN",12
470993,"EVN",12
471350,"EVN",12
471366,"EVN",12
471382,"EVN",12
471400,"EVN",12
471405,"EVN",12
471428,"EVN",12
471537,"EVN",12
471543,"EVN",12
471545,"EVN",12
471550,"EVN",12
471551,"EVN",12
471565,"EVN",12
471638,"MGN",12
471652,"MGN",12
471668,"MGN",12
471695,"MGN",12
471696,"MGN",12
471704,"MGN",13
471705,"MGN",13
471715,"MGN",13
471717,"MGN",13
471719,"MGN",13
471752,"MGN",12
471771,"MGN",12
471772,"MGN",12
471806,"MGN",12
471807,"MGN",12
471816,"MGN",12
471820,"MGN",12
471821,"MGN",12
471822,"MGN",12
471823,"MGN",12
471825,"MGN",12
471826,"MGN",12
471828,"MGN",12
471829,"MGN",12
471838,"MGN",12
471839,"MGN",12
471852,"MGN",12
471856,"MGN",12
471857,"MGN",12
471862,"MGN",12
471863,"MGN",12
471872,"MGN",12
471873,"MGN",12
471883,"MGN",12
471887,"MGN",12
471890,"MGN",12
471911,"MGN",12
471914,"MGN",12
241776,"BMF",102
241778,"BMF",102
241779,"BMF",102
471346,"EVN",12
471351,"EVN",12
471360,"EVN",12
471364,"EVN",12
471368,"EVN",12
471371,"EVN",12
471373,"EVN",12
471374,"EVN",12
471375,"EVN",12
471387,"EVN",12
471390,"EVN",12
471393,"EVN",12
471398,"EVN",12
471401,"EVN",12
471417,"EVN",12
471527,"EVN",12
471534,"EVN",12
471539,"EVN",12
471544,"EVN",12
471555,"EVN",12
471560,"EVN",12
471562,"EVN",12
471903,"MGN",12
471904,"MGN",12
471906,"MGN",12
471910,"MGN",12
471917,"MGN",12
471926,"MGN",12
471928,"MGN",12
147392,"CTF",101
149991,"CTF",101
560001,"WGH",103
560002,"WGH",103
560003,"WGH",103
560170,"WGH",103
560171,"WGH",103
560582,"WGH",103
122790,"WGH",101
124107,"WGH",101
124108,"WGH",101
124188,"WGH",101
124190,"WGH",101
124191,"WGH",101
124192,"WGH",101
124193,"WGH",101
124777,"WGH",101
124779,"WGH",101
124780,"WGH",101
646264,"EVN",12
646265,"EVN",12
646267,"EVN",12
646270,"EVN",12
646277,"EVN",12
646279,"EVN",12
646285,"EVN",12
646290,"EVN",12
646291,"EVN",12
646293,"EVN",12
646296,"EVN",12
646297,"EVN",12
646302,"EVN",12
646306,"EVN",12
646310,"EVN",12
646313,"EVN",12
646314,"EVN",12
646316,"EVN",12
646325,"EVN",12
646338,"EVN",12
646346,"EVN",12
646351,"EVN",12
646357,"EVN",12
646359,"EVN",12
646360,"EVN",12
646364,"EVN",12
646367,"EVN",12
646375,"EVN",12
104073,"MGH",101
104074,"MGH",101
104075,"MGH",101
107926,"MGH",101
107927,"MGH",101
112295,"MGH",101
112297,"MGH",101
112415,"MGH",101
471043,"CHL",12
471148,"CHL",12
559895,"WGH",103
559924,"WGH",103
559925,"WGH",103
470765,"EVN",12
470766,"EVN",12
470779,"EVN",12
470792,"EVN",12
470793,"EVN",12
470795,"EVN",12
470805,"EVN",12
470811,"EVN",12
470812,"EVN",12
470813,"EVN",12
470830,"EVN",12
470835,"EVN",12
470847,"EVN",12
80300,"BMF",101
80301,"BMF",101
470856,"EVN",12
470865,"EVN",12
470877,"EVN",12
470938,"EVN",12
470939,"EVN",12
470956,"EVN",12
470970,"EVN",12
470986,"EVN",12
470992,"EVN",12
471004,"EVN",12
471338,"EVN",12
471349,"EVN",12
471379,"EVN",12
471381,"EVN",12
471383,"EVN",12
471399,"EVN",12
517372,"BMF",103
517373,"BMF",103
517376,"BMF",103
517378,"BMF",103
517380,"BMF",103
517447,"BMF",103
517448,"BMF",103
517449,"BMF",103
517450,"BMF",103
517493,"BMF",103
517494,"BMF",103
517495,"BMF",103
471645,"MGN",12
471648,"MGN",12
471654,"MGN",12
471657,"MGN",12
471658,"MGN",13
471664,"MGN",13
471665,"MGN",13
471685,"MGN",14
471688,"MGN",12
471689,"MGN",12
471692,"MGN",12
471716,"MGN",13
471728,"MGN",12
471729,"MGN",12
471742,"MGN",12
471756,"MGN",13
471758,"MGN",13
471781,"MGN",12
311644,"CHL",11
471096,"CHL",12
471097,"CHL",12
471099,"CHL",12
471100,"CHL",12
471102,"CHL",12
471103,"CHL",12
471106,"CHL",12
471107,"CHL",12
471108,"CHL",12
471110,"CHL",12
471111,"CHL",12
471113,"CHL",12
471116,"CHL",12
471117,"CHL",12
471122,"CHL",12
471128,"CHL",12
471130,"CHL",12
471133,"CHL",12
471134,"CHL",12
471135,"CHL",12
471136,"CHL",12
